"store","id","original_ean","original_name","original_description","current_price","promo_price"
Casa Ley,"31e55426-7780-4f8e-bd0e-32243f3eabfa","3337875546409",Anthelios la roche posay 1 pz,"",$559.00,$447.20
Casa Ley,"84bc255d-23a9-4ec0-bc1f-cf33c90e2670","7502278760394",Arnica gel 115g terravent 1 pz,"",$39.90,$0.00
Casa Ley,dd92df10-7f7c-4fbd-99b4-d954429bbccf,"7501072209320",Alimento gato triple delicious granja felix 1.5 kg,"",$134.00,$126.90
Casa Ley,"2a78b6d5-f2a9-42ff-a095-979b5acd8fe9","7501630218252",Agua 18 pack grand brand 18 pz,"",$99.00,$0.00
Casa Ley,"9439ba3e-5278-46e4-950e-f80f4f435192","7702018913671",Antitranspirante gel caballero artic ice gillette  82 gr,"",$89.90,$71.90
Casa Ley,a230fced-7101-4576-a255-26f47cec1731,"7503019554999",Aderezo aguacate habanero 250 ml 1 pz,"",$62.90,$0.00
Casa Ley,"04bfc6bb-8c89-45fc-a86e-a19947144352","7503019554593",Aderezo fresa 250 gr 1 pz,"",$62.90,$0.00
Casa Ley,"139acb12-0d76-4d3a-8b12-45e0bf5a5a56","7501072209313",Alimento gato triple delicious mar felix 1.5 kg,"",$134.00,$126.90
Casa Ley,"4021c13b-65ef-4dd1-9898-753003059766","7506174515720",Botana gato premios res whiskas 60 gr,"",$30.00,$0.00
Casa Ley,"63eae1fb-f2ed-4654-a4f6-3c259571b5f5","7503950112067",Frijol cocido de la olla 500 gr,"",$17.90,$0.00
Casa Ley,"57c1375b-429c-490c-ab5a-8e855522cc04","0163199931613",Fritura rueda durolandia 300 gr,"",$39.50,$0.00
Casa Ley,"58f322fa-207d-4111-a293-3343f7b589f3","7503019554173",Aderezo tamarindo vegetalistos 250 gr 1 pz,"",$62.90,$0.00
Casa Ley,"45cd8e8f-9f78-44a1-9d1f-dadc3df05d11","7506174515713",Botana gato premios salmon whiskas 60 gr,"",$30.00,$0.00
Casa Ley,"9b478cef-163a-4448-bd1a-face70d64e0f","7501022015063",Gatorlyte naranja gatorade 20 oz,"",$21.90,$0.00
Casa Ley,"9d27dfa0-15cb-4d3c-ad65-6df924200fbc","7503011940691",Chile con limon polvo el faro  100 gr,"",$27.50,$0.00
Casa Ley,"6db76201-6089-40ba-82b5-66445c6f85b0","7503006040016",Frijol refrito enedelia 500 gr,"",$31.50,$25.90
Casa Ley,c87caa24-5875-4483-a9cb-eb09e370f786,"7502004719801",Boneles buffalo pilgrims 600 gr,"",$244.50,$178.90
Casa Ley,e662a56c-528d-4bab-97a3-ed1dca442c86,"0887961410150",Juguete educativo surtido de batalla pokemon mcx mattel 1 pz,"",$329.00,$131.60
